Date,Close,High,Low,Open,Volume
2012-05-18,37.96480178833008,44.687839417507796,37.73639773033992,41.7583025202686,573576400
2012-05-21,33.79393768310547,36.40569482064785,32.77108385384205,36.27659555082078,168192700
2012-05-22,30.784954071044922,33.35698748205839,30.725370819324812,32.383786162787736,101786600
2012-05-23,31.778018951416016,32.27455049753189,31.142459178505305,31.152390036721727,73600000
2012-05-24,32.800872802734375,32.97962446282299,31.549614970349158,32.721429725047805,50237200
2012-05-25,31.688644409179688,32.72143097624199,30.894194660760693,32.67177857725991,37149800
2012-05-29,28.639944076538086,31.470174697604183,28.451261530035595,31.261630431655576,78063400
2012-05-30,27.99445152282715,29.345016157131653,27.666740749797373,28.500913970985476,57267900
2012-05-31,29.39466667175293,29.464180782224716,26.64388156745479,28.351949332323816,111639200
2012-06-01,27.527711868286133,28.94779258067907,27.200001080358362,28.68959591532419,41855500
2012-06-04,26.713397979736328,27.458195331740786,26.25658984635005,27.01131805700868,35230300
2012-06-05,25.6905460357666,27.567434893601398,25.571377617341934,26.514788423007477,42473400
2012-06-06,26.624025344848633,26.981528722882516,25.342974730423627,25.889158763203977,61489200
2012-06-07,26.127490997314453,27.1602775845135,25.968601044532697,26.812705102509298,26159500
2012-06-08,26.91201400756836,27.567435590170728,26.25659242496599,26.365828092654517,38034000
2012-06-11,26.8226318359375,27.87527808474651,26.653811050307223,26.991452621567777,28219600
2012-06-12,27.209930419921875,27.5773646254335,26.77298209572046,27.289375397584163,15816800
2012-06-13,27.08083152770996,27.905073835175585,26.91201072284989,27.468125535399363,17102800
2012-06-14,28.09375762939453,28.123548311878448,27.19006841365682,27.45819592071798,16855000
2012-06-15,29.80182456970215,29.89120040236507,28.153339935880094,28.3122298841436,43563800
2012-06-18,31.192113876342773,31.857468167099853,29.205987545373517,29.752171528742995,42978900
2012-06-19,31.688644409179688,31.9567719095652,30.487038927931255,31.321212110830004,30849000
2012-06-20,31.380794525146484,31.70850527432756,30.93391536984613,31.69857441597449,15553600
2012-06-21,31.619131088256836,32.27455262071737,31.291420322026564,31.450310275706837,21875300
2012-06-22,32.82073974609375,33.21796656249229,31.837609247272642,32.185179870444614,74834000
2012-06-25,31.837608337402344,32.79094812363105,31.331143971556394,32.6320581592596,24352900
2012-06-26,32.870391845703125,33.20803350003433,32.27455541487658,32.463236067383335,24858700
2012-06-27,32.00642776489258,32.67178210545622,31.678716971515847,32.23483185546349,28568000
2012-06-28,31.1424617767334,31.966702242170232,30.68565173125383,31.738298166489294,17713300
2012-06-29,30.884262084960938,31.768087617700644,30.546620487126496,31.698573505343703,19526900
2012-07-02,30.55655288696289,31.509892580161473,30.33807778668335,31.033222733562184,14122000
2012-07-03,30.983572006225586,31.221906942382066,30.586345218513753,30.695582774546278,8763600
2012-07-05,31.25169563293457,31.41058558024122,30.80481836642871,31.102736544099283,10032100
2012-07-06,31.5098934173584,31.678714229279137,31.043154416927013,31.22190608768046,10945600
2012-07-09,31.94683837890625,32.65191606492963,31.76808861045283,31.87732426437699,17785200
2012-07-10,31.25169563293457,32.25468960913129,30.943846596792632,32.20503721089205,14269500
2012-07-11,30.755163192749023,31.34107056694657,30.338076619491744,31.26162559556983,13030300
2012-07-12,30.596277236938477,31.182184687484515,30.38773487019384,30.487041570884614,11300700
2012-07-13,30.506898880004883,30.85447135670147,30.348008929649463,30.82468067483334,8108300
2012-07-16,28.054033279418945,30.28842531052311,28.014309845245094,30.28842531052311,24672100
2012-07-17,27.895143508911133,28.391675074546267,26.961663635164157,28.282437523988904,30438600
2012-07-18,28.90806770324707,29.086819365889642,27.95472613385921,28.113616079737593,16841800
2012-07-19,28.798831939697266,29.29536352486446,28.431397733261765,29.205987688004953,13685100
2012-07-20,28.560497283935547,29.26557123255514,28.520773847559273,28.7988322198401,11869100
