Date,Close,High,Low,Open,Volume
2011-02-16,0.5358896255493164,0.5434535062624808,0.5219078785035021,0.523741578018936,1318364000
2011-02-17,0.5886075496673584,0.5961714297517815,0.518240491041896,0.5207618208350866,3470096000
2011-02-18,0.5874618291854858,0.5947965216929207,0.5782934908749957,0.5853989366713435,1394412000
2011-02-22,0.5319932103157043,0.5698126224902631,0.53015951038287,0.5682081692037778,1396648000
2011-02-23,0.5067801475524902,0.5370356722245694,0.4992162663844705,0.5319931212109444,1491604000
2011-02-24,0.5191575288772583,0.5280966179437149,0.5056342173069176,0.5093015078738785,1246120000
2011-02-25,0.5299302339553833,0.5386401296440093,0.5258044507495214,0.5331391400171096,775652000
2011-02-28,0.5193868279457092,0.5388695726750534,0.5074679672032772,0.5386403259816662,903696000
2011-03-01,0.496236652135849,0.5269506215548914,0.496236652135849,0.5203035615387621,988448000
2011-03-02,0.4756077527999878,0.5049464520472494,0.464147336214552,0.4955488721938883,1718140000
2011-03-03,0.4783583879470825,0.4893604245205426,0.46391825251463836,0.48660990171527857,1593704000
2011-03-04,0.47583699226379395,0.48363006539074327,0.4705651946431912,0.47881670633837736,959760000
2011-03-07,0.4691898822784424,0.48087954533814153,0.45727105460726714,0.479275092496139,1019140000
2011-03-08,0.448102742433548,0.4767537849689007,0.4382467510128393,0.47423250962006336,1947184000
2011-03-09,0.4387052655220032,0.451082534434892,0.4348087012034047,0.44672755882110377,1318976000
2011-03-10,0.4107419550418854,0.4318291274006533,0.4102835162736358,0.4286202199657246,1722736000
2011-03-11,0.41372150182724,0.4251819479680456,0.4047823860794883,0.4141799404389555,1486832000
2011-03-14,0.41715970635414124,0.42747408456423647,0.41028342689028063,0.4169304870199536,1003360000
2011-03-15,0.40478238463401794,0.4116586358996701,0.3898838129013113,0.39676006416696347,1256280000
2011-03-16,0.4018026888370514,0.42059779835656164,0.3965308904919155,0.40111505821398236,1476520000
2011-03-17,0.4093666672706604,0.4132632052855948,0.3942388993023253,0.4125755745008884,1238516000
2011-03-18,0.4038655757904053,0.41715969571055966,0.4034071644575232,0.4157844343881171,886960000
2011-03-21,0.4070744514465332,0.4167011973530161,0.40294869539409983,0.41257544130058266,751832000
2011-03-22,0.3999689519405365,0.4098249164222122,0.39813527968193324,0.4059283799500494,718332000
2011-03-23,0.40822064876556396,0.4093666910319952,0.3905715760034808,0.3992815026931187,782396000
2011-03-24,0.44076815247535706,0.4458107589508161,0.41601364071179625,0.41693046334890027,1780592000
2011-03-25,0.4270156919956207,0.4458108038639233,0.42632806128661965,0.44466476179018766,1196392000
2011-03-28,0.44283103942871094,0.4501657024146806,0.4332042652280933,0.43710080237778387,1204284000
2011-03-29,0.43939292430877686,0.4444355035268771,0.43343349511769724,0.4428310502289083,715764000
2011-03-30,0.4228900074958801,0.44466483795013806,0.41738898820548337,0.4428311648533392,1176320000
2011-03-31,0.42311903834342957,0.4281616442692989,0.4153259648060193,0.4235774769358123,655112000
2011-04-01,0.41715970635414124,0.4290785379321585,0.41142946891362453,0.42862012658758036,850072000
2011-04-04,0.40226104855537415,0.41830566084871573,0.3992813344534137,0.41715961906517646,924328000
2011-04-05,0.4029487073421478,0.41142941167018693,0.40203185745675857,0.40822050538080784,821076000
2011-04-06,0.4001982808113098,0.4063869024704979,0.39676012730754084,0.4059284911112614,856984000
2011-04-07,0.4148675799369812,0.41738888322641243,0.3995106228459078,0.4011150761556386,1021208000
2011-04-08,0.40226104855537415,0.4180764415624913,0.4011150067718348,0.4180764415624913,746552000
2011-04-11,0.39698922634124756,0.40592836809443883,0.3926342787625729,0.4038654766173379,546208000
2011-04-12,0.39813536405563354,0.400885859364534,0.38575809417988705,0.3930927847686833,840756000
2011-04-13,0.4070744514465332,0.40959572707805897,0.39721848624455136,0.4022610648313955,749588000
2011-04-14,0.424265056848526,0.42449427613211377,0.4011150021578106,0.40340708569852335,1254704000
2011-04-15,0.42884930968284607,0.4341211080095063,0.4189933163263898,0.4210562081883672,969720000
2011-04-18,0.41463834047317505,0.42151459157675375,0.40799128134543977,0.41876409660008085,743584000
2011-04-19,0.4130338430404663,0.4164719682234439,0.4018026177151322,0.41486748794568895,659860000
2011-04-20,0.42564043402671814,0.4343503593224477,0.4187641815285841,0.42816173753888676,650516000
2011-04-21,0.4244943857192993,0.43297511886834983,0.4235775629958443,0.43022459605038854,421300000
2011-04-25,0.4311414361000061,0.4382468803515114,0.4260988292665409,0.42632804860398843,619612000
2011-04-26,0.44237256050109863,0.4467275358913535,0.43045373081896665,0.43480867888542873,676000000
2011-04-27,0.44237256050109863,0.44466467150698574,0.4332042257727213,0.44466467150698574,450004000
2011-04-28,0.44718605279922485,0.4561251976653116,0.4373300851732416,0.44237266500027045,684000000
2011-04-29,0.45841720700263977,0.46850236500920417,0.4494780635968354,0.45016569421632724,836000000
2011-05-02,0.4522285759449005,0.46827316252926976,0.4499364921471335,0.46804397054376956,613824000
2011-05-03,0.4306829869747162,0.44833205581599994,0.4251819962474309,0.44695682179607704,808000000
2011-05-04,0.42747411131858826,0.4368716674276927,0.41945181665308895,0.43205827969887356,639356000
2011-05-05,0.42770329117774963,0.43274587046572793,0.4183057359363111,0.4240359458826038,544000000
2011-05-06,0.44283103942871094,0.4469567958970049,0.4332042652280933,0.43664239106437236,841080000
2011-05-09,0.45268696546554565,0.4549790491530639,0.4430601921189346,0.4442062339626937,706328000
2011-05-10,0.4533745050430298,0.45681262988426596,0.4487903112642609,0.45635421870352527,690976000
2011-05-11,0.45543748140335083,0.4602508409745678,0.44924886062676095,0.4556667007121777,616000000
2011-05-12,0.46987760066986084,0.470336039273763,0.45268697273733033,0.45383301459949904,1224000000
2011-05-13,0.41853487491607666,0.44122651982288935,0.4153259686822048,0.4400804779788218,2025192000
2011-05-16,0.4056992530822754,0.4183057424852821,0.40547006107511324,0.4173888924852433,728188000
2011-05-17,0.40409475564956665,0.4045531669376743,0.392405117521957,0.40432397495551736,1420364000
2011-05-18,0.4134922921657562,0.4169304176638581,0.40432395750415123,0.4056991913091164,658844000
2011-05-19,0.40753301978111267,0.4169305773378035,0.40134439697920066,0.416701357953961,650884000
2011-05-20,0.41463834047317505,0.415555163024135,0.4047823750932869,0.4066160475189999,575820000
2011-05-23,0.4141800105571747,0.41715972541880453,0.40340719318637447,0.4086789921994429,588000000
2011-05-24,0.4157843291759491,0.4325165435206129,0.4150966986887293,0.41624274039283243,720372000
2011-05-25,0.42082715034484863,0.42357767388286055,0.4095959187614475,0.41372167674466004,545312000
2011-05-26,0.4313705563545227,0.4350379012008296,0.41968091856523837,0.4208269604142352,706436000
2011-05-27,0.4469567835330963,0.4476443868222951,0.4327458419438823,0.43320425324461304,658824000
2011-05-31,0.4593340754508972,0.459563322111998,0.44466474828222363,0.45566675732062756,1200716000
2011-06-01,0.4387052655220032,0.4579587858341211,0.4377884156078295,0.45727115522943934,762208000
2011-06-02,0.4366423487663269,0.4426017772347654,0.43137055086329174,0.43939287102794017,607592000
2011-06-03,0.42311903834342957,0.435496306538119,0.4210561739728776,0.4315997697694139,549300000
2011-06-06,0.4141800105571747,0.42632806202455903,0.41372157186784825,0.42243152443187304,435988000
2011-06-07,0.41395074129104614,0.41968095097859315,0.4121170687262721,0.41738886710357437,433956000
2011-06-08,0.40271952748298645,0.414409166569104,0.39951062087932077,0.4118878906158798,569288000
2011-06-09,0.39813536405563354,0.4034071626699073,0.38369522952916074,0.4024903400082059,741632000
2011-06-10,0.39240512251853943,0.4013442657075338,0.38919618881333856,0.398822962605147,493548000
2011-06-13,0.38965457677841187,0.3974476497338025,0.3869040547247064,0.39240507150832676,574760000
2011-06-14,0.3928634822368622,0.40157340497353733,0.39125902925679346,0.3930927015156394,534576000
2011-06-15,0.38438281416893005,0.3898838041281511,0.37636049388239373,0.3875917204245102,935916000
2011-06-16,0.3710886836051941,0.39057142176447734,0.3655876938282194,0.38461199340292795,1024908000
2011-06-17,0.36237889528274536,0.37567301806189674,0.3509184728770655,0.3754437986842622,1467884000
2011-06-20,0.35802385210990906,0.3667337763261934,0.3552733295924965,0.3591698940508992,745960000
2011-06-21,0.3658169209957123,0.3685674434726478,0.3559609549834795,0.3593990807558541,704276000
2011-06-22,0.36077436804771423,0.36810903142702855,0.36008673737882296,0.3632956713923833,651720000
2011-06-23,0.37154722213745117,0.37406849841188455,0.3529813015054264,0.35619023584170456,744024000
2011-06-24,0.36077436804771423,0.37292241878547067,0.3584822840339412,0.3697135120957071,529052000
2011-06-27,0.3532104194164276,0.3630663843009528,0.3406039323696784,0.36077430071496047,1142152000
2011-06-28,0.35527336597442627,0.35939912284924996,0.35068919774102175,0.35321050119891345,692200000
2011-06-29,0.36077436804771423,0.3644417133992698,0.3451881912892983,0.3575654340341539,960544000
2011-06-30,0.3653584122657776,0.3692549483040081,0.3561900793175704,0.3616910681569797,652300000
2011-07-01,0.3701719641685486,0.37154722565766907,0.35802391209398365,0.36535857628042673,540804000
2011-07-05,0.363983154296875,0.37315148662994563,0.3607742215860289,0.3697133620050442,535296000
2011-07-06,0.3591699004173279,0.3644416989040864,0.3548149245700944,0.36375406826254475,529580000
2011-07-07,0.36054515838623047,0.3628372424614746,0.3541273175107874,0.36100359706031726,986136000
2011-07-08,0.35366883873939514,0.35802381404643363,0.3506891245448514,0.3555025111147907,619516000
2011-07-11,0.3412915766239166,0.3483970469555194,0.34037475408219686,0.34702181314293973,714388000
2011-07-12,0.3367074728012085,0.34289612175883033,0.33097726252474235,0.3396871876097305,867604000
2011-07-13,0.3360198140144348,0.3435836964118436,0.3328109074573744,0.3412916124928589,634368000
